6,3288.91521057,1
3,1331.21099319,2
2,7750.72454084,3
4,4238.96660677,4
6,9180.73752822,5
5,5486.99541673,6
5,921.301059614,7
5,2443.72891679,8
2,5843.03142605,9
4,1687.8087138,10
7,5256.20122288,11
6,6317.56906299,12
1,950.749109363,13
6,6069.14213381,14
2,3943.38203111,15
6,9714.92036284,16
7,7608.03154664,17
3,4830.41377333,18
5,6622.39334744,19
2,3854.15962112,20
4,4759.87541767,21
5,3612.2010081,22
6,7295.05513135,23
6,4458.28742005,24
1,7834.09062314,25
3,9057.69705569,26
1,132.401415101,27
3,7585.71370103,28
7,1138.7493409,29
2,5450.53784836,30
6,401.54713371,31
6,3143.68929893,32
5,5149.33074894,33
7,1567.68424653,34
3,8035.86302827,35
7,1842.50670317,36
6,7960.76428675,37
2,205.911314188,38
5,9044.4411544,39
1,3514.3957726,40
4,787.092696931,41
5,7935.46118634,42
3,1181.28958804,43
1,2741.37595349,44
5,2301.67791097,45
6,1816.65616627,46
1,7173.27964962,47
7,2678.27737267,48
7,4686.8064829,49
7,2487.17785312,50
4,1827.49459589,51
6,3898.04590826,52
3,469.542362738,53
5,3522.14391729,54
3,3861.14760143,55
3,6653.15851819,56
6,9025.2868848,57
3,7592.70119337,58
5,962.890653323,59
4,9640.27651802,60
6,4143.08360086,61
2,579.50139539,62
5,9806.95288316,63
7,6609.96774107,64
7,3163.60954921,65
6,2678.47028578,66
3,4285.41636866,67
5,4037.30504811,68
7,4424.7467073,69
1,456.395897434,70
5,4556.48750548,71
6,3667.48574514,72
3,2384.74466279,73
3,9532.23670273,74
6,2440.12650375,75
2,3946.24521154,76
7,6518.30746707,77
7,6767.40122468,78
6,8656.93992348,79
5,7692.04167326,80
1,9525.1172734,81
5,6803.7083246,82
4,4162.25558267,83
6,7583.68303092,84
4,6294.91785389,85
1,6720.57253931,86
6,907.050115456,87
4,3051.7142855,88
1,656.200935457,89
5,2463.60489768,90
4,9874.97125857,91
5,3297.83832114,92
5,8708.00425276,93
5,6267.32950883,94
4,1284.98260146,95
6,8191.84057751,96
6,9659.66286379,97
5,6859.0962879,98
4,516.262196831,99
1,9813.10917708,100
3,2145.01631963,101
6,9402.98934182,102
4,6409.66601471,103
3,8592.44093608,104
3,3134.4341382,105
3,5195.56653822,106
1,8361.10925292,107
5,2249.53805859,108
7,6467.8537415,109
5,1086.86478574,110
5,9598.82092216,111
4,6874.6265055,112
5,2202.36619185,113
1,4109.2142654,114
3,6417.06203035,115
1,5418.18767131,116
2,9871.12659161,117
1,1211.48801842,118
3,3226.1183822,119
6,4642.76946893,120
5,1123.46857521,121
5,8946.54408098,122
2,7459.68516381,123
1,1654.12536679,124
3,3998.35441684,125
4,8856.49020703,126
2,2674.52874288,127
1,775.527828379,128
1,2775.04206908,129
1,3974.86193859,130
7,6017.77149109,131
4,7695.03251612,132
5,8548.56683853,133
4,2989.56352845,134
6,7450.63316017,135
7,3258.59487144,136
5,5150.68574809,137
7,7226.92016266,138
7,1688.83139164,139
3,8924.21911388,140
5,5480.36813341,141
2,580.556464618,142
7,7629.62961678,143
1,3897.59317554,144
3,8068.47904586,145
3,5557.55653025,146
2,5404.79740731,147
6,467.907011289,148
6,2426.74596099,149
2,7969.25422874,150
3,3214.28063977,151
7,150.981601803,152
1,6238.4627142,153
6,631.464143676,154
5,9549.37388351,155
2,6178.04526678,156
1,4560.5955466,157
7,1177.86038981,158
3,1033.54572651,159
1,406.38217038,160
3,1069.17906204,161
2,8349.29093376,162
6,9795.79428723,163
7,8935.33846383,164
1,4766.35032294,165
4,1468.44709294,166
3,1606.16060715,167
7,3014.54958951,168
4,1608.06456447,169
6,3178.89953171,170
7,5750.65118571,171
1,5975.50077483,172
6,9645.16118371,173
1,4169.10890028,174
4,7290.10565386,175
4,2758.72055794,176
1,5079.33887676,177
4,4399.83834778,178
5,3515.99464696,179
1,9271.1098363,180
1,1668.19072501,181
6,6282.60803246,182
5,9847.59570122,183
2,9131.12920685,184
3,9240.63643452,185
7,2036.93439885,186
7,5402.25502006,187
1,425.11005374,188
6,3327.72203686,189
7,3773.08315054,190
4,7204.91365149,191
4,7708.35347997,192
5,5789.15635094,193
6,6571.78058489,194
4,6521.51246154,195
6,2020.20994823,196
4,6069.57353474,197
1,1053.74909063,198
4,2148.50029979,199
3,8618.25170527,200
2,7811.88226581,201
6,2653.3936255,202
2,2986.15515593,203
6,9480.8189162,204
1,3315.40796671,205
1,1741.9435317,206
3,5863.25721125,207
3,4065.57896047,208
3,7399.80877208,209
4,9517.08802431,210
6,9414.63282575,211
6,8579.70894768,212
1,3816.20235225,213
5,3250.97969977,214
5,4439.99611714,215
4,8006.62490433,216
2,311.523514055,217
6,8896.61587296,218
4,3332.09355666,219
5,5545.52727964,220
6,9464.89708434,221
2,8198.28894032,222
