17,39,Tirana,Kopenhaga,3482.33531776,10.7446499581,1496.65896105,2007-2-9,false,None
51,554,Paryż,Vaduz,2937.47396425,9.61259235275,1129.46959061,2007-9-3,false,None
18,346,Bratysława,San,2917.83544975,9.48686584121,1107.24453834,2007-11-27,false,None
56,350,Berno,Andorra,2537.01983609,10.0332485875,1018.18202748,2007-12-22,true,12
16,406,Budapeszt,Warszawa,1971.61532053,9.48424463203,747.971280806,2007-11-6,false,None
33,53,Prisztina,Valletta,866.811595164,8.77424079176,304.224546282,2007-3-22,true,2
46,335,Vella,Mińsk,733.113996549,8.88722708491,260.614022658,2007-5-18,true,14
57,385,Vella,Berlin,1647.34278048,12.3462149167,813.53792037,2007-1-12,true,6
38,415,Helsinki,Rzym,4861.62180812,9.37419416832,1822.95147209,2007-10-11,true,17
31,302,Mińsk,Paryż,3284.33505276,9.26882375965,1217.67691087,2007-8-27,true,2
57,151,La,Lizbona,3473.55627543,8.08858718934,1123.84651164,2007-6-10,true,1
33,254,Warszawa,Vella,1091.6388306,10.4204221712,455.013498932,2007-5-26,true,4
19,637,Berno,Rzym,4785.54970686,11.4680923247,2195.24503451,2007-5-2,false,None
45,704,Moskwa,Vaduz,4691.49160902,11.9484117071,2242.2349306,2007-11-26,true,19
23,728,Belgrad,Monako,4771.31198274,10.9096564851,2082.1349886,2007-1-8,true,13
52,276,Bukareszt,Monako,2023.50651044,11.1283576386,900.732165294,2007-3-13,true,13
42,748,Luksemburg,Madryt,610.255491236,10.0495993858,245.312928396,2007-1-15,false,None
2,342,Ankara,Podgorica,3261.1897703,6.83835253027,892.046612697,2007-10-13,true,16
42,65,Praga,Marino,4797.79676044,8.59745406134,1649.95348974,2007-7-28,false,None
15,571,Valletta,Amsterdam,2392.9613088,11.5310824608,1103.73736709,2007-2-22,true,18
23,748,Wiedeń,Ryga,4412.31189149,11.4194705548,2015.45062895,2007-1-23,true,8
42,670,Skopje,Dublin,3409.1786528,9.91150560521,1351.60373306,2007-5-19,false,None
7,369,Sofia,Madryt,3005.71767166,6.06588454382,729.293454705,2007-7-3,false,None
